분류,부정리뷰,cleaned_text,spell_check
부정,어거지 호러 넣다가 망한거같다…투자가 부족했는지아이맥스로봤는데 상대적으로역대나왔던 마블영화와비교하면씨지 티가많이나는 장면도 너무많음완다비전 보고가야 이해가 더 잘되실거임기대했던 장면은 나오지만너무 비급으로 존재감없이 사라져 오히려 팬이였다면 반발심만 생길듯추후 내용이해하기위해봄,어거지 호러 넣다가 망한거같다 투자가 부족했는지아이맥스로봤는데 상대적으로역대나왔던 마블영화와비교하면씨지 티가많이나는 장면도 너무많음완다비전 보고가야 이해가 더 잘되실거임기대했던 장면은 나오지만너무 비급으로 존재감없이 사라져 오히려 팬이였다면 반발심만 생길듯추후 내용이해하기위해봄,억지 호러 넣다가 망한 거 같다 투자가 부족했는지 아이맥스로 봤는데 상대적으로 역대 나왔던 마블 영화와 비교하면 씨지 티가 많이 나는 장면도 너무 많은 완다 비전 보고 가야 이해가 더 잘 되실 거임 기대했던 장면은 나오지만 너무 비급으로 존재감 없이 사라져 오히려 팬이었다면 반발심만 생길 듯 추후 내용 이해하기 위해 봄
부정,영화가 쫌 별로에연ㅠㅠㅠ,영화가 쫌 별로에연 ,영화가 좀 별로에 연
부정,뭔 영화가 정신없기만 하고...진짜 마블이라 돈주고 봤지. 최악이었음,뭔 영화가 정신없기만 하고 진짜 마블이라 돈주고 봤지 최악이었음,뭔 영화가 정신없기만 하고 진짜 마블이라 돈 주고 봤지 최악이었음
부정,샘레이미 감독의 스파이더맨 시리즈를 소장하고 있는 입장에서 이번 작품은 호러요소에 대한 너무 과한 욕심과 빈약한 연출력에 매우 실망했습니다..보면 아실 겁니다,샘레이미 감독의 스파이더맨 시리즈를 소장하고 있는 입장에서 이번 작품은 호러요소에 대한 너무 과한 욕심과 빈약한 연출력에 매우 실망했습니다 보면 아실 겁니다,샘 레이미 감독의 스파이더맨 시리즈를 소장하고 있는 입장에서 이번 작품은 호러 요소에 대한 너무 과한 욕심과 빈약한 연출력에 매우 실망했습니다 보면 아실 겁니다
부정,비급영화 갬성 나랑 안 맞아서 별로였고 완다 캐릭터 제발요ㅠㅠ,비급영화 갬성 나랑 안 맞아서 별로였고 완다 캐릭터 제발요 ,비급 영화 갬성 나랑 안 맞아서 별로였고 완다 캐릭터 제발요 
부정,싸우는 씬이 너무 너프를 먹었다,싸우는 씬이 너무 너프를 먹었다,싸우는 신이 너무 너프를 먹었다
부정,일루미나티 대신에 에인션트 원 이라도 나왔었으면...,일루미나티 대신에 에인션트 원 이라도 나왔었으면,일루미나티 대신에 에인션트 원이라도 나왔었으면
부정,진짜... 샘레이미 수준... 영화가 너무 정신없고 설득력도 없고 영상미도 없다...,진짜 샘레이미 수준 영화가 너무 정신없고 설득력도 없고 영상미도 없다,진짜 샘 레이미 수준 영화가 너무 정신없고 설득력도 없고 영상미도 없다
부정,개인적으로 유치찬란하다,개인적으로 유치찬란하다,개인적으로 유치찬란하다
부정,"재밌냐 하면, 재미 없지는 않습니다. 적어도 보면서 자지는 않았으니까.하지만 누구에게 권하겠냐 하면 못권하겠습니다. 왜냐 그렇게 재밌진 않거든요.장점1. 멀티버스로 스토리 확장의 시작지점이 될 영화2. 캐릭터의 내면적인 고통과 괴로움을 잘 표현하였음단점1. 소모되는 캐릭터성 - 앞으로의 멀티버스 캐릭터들은 저렇게 소모될 것2. OLD한 연출 (취향차이겠지만)3. 우연에 기댄 스토리텔링 부족",재밌냐 하면 재미 없지는 않습니다 적어도 보면서 자지는 않았으니까 하지만 누구에게 권하겠냐 하면 못권하겠습니다 왜냐 그렇게 재밌진 않거든요 장점1 멀티버스로 스토리 확장의 시작지점이 될 영화2 캐릭터의 내면적인 고통과 괴로움을 잘 표현하였음단점1 소모되는 캐릭터성 앞으로의 멀티버스 캐릭터들은 저렇게 소모될 것2 OLD한 연출 취향차이겠지만 3 우연에 기댄 스토리텔링 부족,재밌냐 하면 재미없지는 않습니다 적어도 보면서 자지는 않았으니까 하지만 누구에게 권하겠냐 하면 못 권하겠습니다 왜냐 그렇게 재밌진 않거든요 장점 1 멀티버스로 스토리 확장의 시작 지점이 될 영화 2 캐릭터의 내면적인 고통과 괴로움을 잘 표현하였음 단점 1 소모되는 캐릭터성 앞으로의 멀티버스 캐릭터들은 저렇게 소모될 것 2 OLD 한 연출 취향 차이겠지만 3 우연에 기댄 스토리텔링 부족
부정,PC주의보………….,PC주의보 ,PC 주의보
부정,유치함의 절정. 완다 이전 이야기를 모르니 감상하는데 있어 스토리의 완전한 이해가 어려움,유치함의 절정 완다 이전 이야기를 모르니 감상하는데 있어 스토리의 완전한 이해가 어려움,유치함의 절정 완다 이전 이야기를 모르니 감상하는 데 있어 스토리의 완전한 이해가 어려움
부정,연출 망 개노잼 ㅇㄹ 에휴,연출 망 개노잼 에휴,연출 망 개나 잼 어휴
부정,마블팬이라면 꽤 실망할 수 있음영상미는 당연 좋네요 살짝 호러 느낌이 있습니다진짜 볼께 없을 때 보시는걸 추천합니다악 내눈 ㅜㅠ,마블팬이라면 꽤 실망할 수 있음영상미는 당연 좋네요 살짝 호러 느낌이 있습니다진짜 볼께 없을 때 보시는걸 추천합니다악 내눈 ,마블 팬이라면 꽤 실망할 수 있음 영상미는 당연 좋네요 살짝 호러 느낌이 있습니다 진짜 볼게 없을 때 보시는 걸 추천합니다 악 내 눈
부정,진짜 감독 이럴거면 그냥 좀비물을 찍어라.마블 영화보면서 시각적으로 더럽다고 느낀적은 처음이었음. (어벤져스 시리즈 중 데드폴은 더하기 하지만..)쿠키는 뭐... 더이상은 손가락이 아프다 결론 닥.스1은 OCN에서 해주면보지만 닥.스2는 안볼듯,진짜 감독 이럴거면 그냥 좀비물을 찍어라 마블 영화보면서 시각적으로 더럽다고 느낀적은 처음이었음 어벤져스 시리즈 중 데드폴은 더하기 하지만 쿠키는 뭐 더이상은 손가락이 아프다 결론 닥 스1은 OCN에서 해주면보지만 닥 스2는 안볼듯,진짜 감독 이럴 거면 그냥 좀비물을 찍어라 마블 영화 보면서 시각적으로 더럽다고 느낀 적은 처음이었음 어벤저스 시리즈 중 데드 폴은 더하기 하지만 쿠키는 뭐 더 이상은 손가락이 아프다 결론 닥 스 1은 OCN에서 해주면 보지만 닥 스 2는 안 볼 듯
부정,마블 영화를 기대하고 봤지만 이전 시리즈와는 색깔이 다른 샘 레이미 감독의 연출만을 본 느낌이라 너무 실망,마블 영화를 기대하고 봤지만 이전 시리즈와는 색깔이 다른 샘 레이미 감독의 연출만을 본 느낌이라 너무 실망,마블 영화를 기대하고 봤지만 이전 시리즈와는 색깔이 다른 샘 레이미 감독의 연출만을 본 느낌이라 너무 실망
부정,마블영화중개재미없음 역대최악 졸다끝남,마블영화중개재미없음 역대최악 졸다끝남,마블 영화 중개 재미없음 역대 최악 졸다 끝남
부정,실망함 호러 싫어 윽ㅠㅠ 긴장하면 서 봄,실망함 호러 싫어 윽 긴장하면 서 봄,실망함 호러 싫어 윽 긴장하면 서 봄
부정,졸작도 이런 졸작이 없다,졸작도 이런 졸작이 없다,졸작도 이런 졸작이 없다
부정,그냥 억지로 쥐어 짜내서 영화 한 편 만든 느낌,그냥 억지로 쥐어 짜내서 영화 한 편 만든 느낌,그냥 억지로 쥐어 짜내서 영화 한 편 만든 느낌
부정,내용이 혼잡하고 재미도 없고 닥스1에 비해 현저히 재미가 없습니다,내용이 혼잡하고 재미도 없고 닥스1에 비해 현저히 재미가 없습니다,내용이 혼잡하고 재미도 없고 닥스 1에 비해 현저히 재미가 없습니다
부정,별로...ㅋㅋㅋ 예전 마블같지 않음,별로 예전 마블같지 않음,별로 예전 마블 같지 않음
부정,닥스1을 너무 재미있게 봐서 그런가 이건 실망.. 그냥 잡탕영화,닥스1을 너무 재미있게 봐서 그런가 이건 실망 그냥 잡탕영화,닥스 1을 너무 재미있게 봐서 그런가 이건 실망 그냥 잡탕 영화
부정,좀비는 좀 아닌듯 싶다 기대가 무너짐,좀비는 좀 아닌듯 싶다 기대가 무너짐,좀비는 좀 아닌듯싶다 기대가 무너짐
부정,진짜 음표씬에서 감독 죽이고 싶었다,진짜 음표씬에서 감독 죽이고 싶었다,진짜 음표씬에서 감독 죽이고 싶었다
부정,요즘 마블 왜 이따위냐? 이건 완전히 닥터스트레인지 시리즈를 쫑낼려는 의도가 보이는데?,요즘 마블 왜 이따위냐 이건 완전히 닥터스트레인지 시리즈를 쫑낼려는 의도가 보이는데 ,요즘 마블 왜 이따위냐 이건 완전히 닥터 스트레인지 시리즈를 쫑낼려는 의도가 보이는데 
부정,12세 관람가치고 너무 잔인한 장면이 많이 나와 보기 거북했음 내가 아는 마블영화가 아니라 공포영화였음 난 불호,12세 관람가치고 너무 잔인한 장면이 많이 나와 보기 거북했음 내가 아는 마블영화가 아니라 공포영화였음 난 불호,12세 관람가치고 너무 잔인한 장면이 많이 나와 보기 거북했음 내가 아는 마블 영화가 아니라 공포영화였으면 난 불호
부정,완다를 마녀를 만들고 영화를 호러물로만들어서 아이랑같이 보다 놀란 아이 ㅠ ㅠ,완다를 마녀를 만들고 영화를 호러물로만들어서 아이랑같이 보다 놀란 아이 ,완다를 마녀를 만들고 영화를 호러물로 만들어서 아이랑 같이 보다 놀란 아이 
부정,완다비전 재밌게봐서 기대했는데.. 실망이커요.. 마블은 점점 퀄리티가 낮아지는거 같아요.. 특히나 이번작은 되도않는 호러물 분위기를 내려던게 패착같아요. 이도저도아닌 기괴한작품이 되버렸어요.. 이런졸작에 완다케릭이 망가진게 아쉬워요. 차세대 어벤져스의 앞날이 어둡네요;;,완다비전 재밌게봐서 기대했는데 실망이커요 마블은 점점 퀄리티가 낮아지는거 같아요 특히나 이번작은 되도않는 호러물 분위기를 내려던게 패착같아요 이도저도아닌 기괴한작품이 되버렸어요 이런졸작에 완다케릭이 망가진게 아쉬워요 차세대 어벤져스의 앞날이 어둡네요 ,완다 비전 재밌게 봐서 기대했는데 실망이 커요 마블은 점점 퀄리티가 낮아지는 거 같아요 특히나 이번 작은 되지도 않는 호러물 분위기를 내려던 게 패착 같아요 이도 저도 아닌 기괴한 작품이 돼버렸어요 이런 졸작에 완다 케릭이 망가진 게 아쉬워요 차세대 어벤저스의 앞날이 어둡네요 
부정,그야말로 대혼돈이네요,그야말로 대혼돈이네요,그야말로 대혼돈이네요
부정,마블영화가 이정도로 별론걸보니 세계 영화계가 ㅈ박긴했나보네,마블영화가 이정도로 별론걸보니 세계 영화계가 박긴했나보네,마블 영화가 이 정도로 별론 것 보니 세계 영화계가 박긴 했나 보네
부정,아무것도 모르는 상태에서 보면 잠,아무것도 모르는 상태에서 보면 잠,아무것도 모르는 상태에서 보면 잠
부정,마블답지않아 당혹스러움과12세가 맞나? 싶을정도로잔인한 장면들과 공포스러움.,마블답지않아 당혹스러움과12세가 맞나 싶을정도로잔인한 장면들과 공포스러움,마블답지 않아 당혹스러움과 12세가 맞나 싶을 정도로 잔인한 장면들과 공포스러움
부정,이 ㅅㅂ 스파이더맨이랑 연타석으로 똥을싸네 이젠 한국으로부터 신파도 수입하냐,이 스파이더맨이랑 연타석으로 똥을싸네 이젠 한국으로부터 신파도 수입하냐,이 스파이더맨이랑 연타석으로 똥을 싸네 이젠 한국으로부터 신파도 수입하냐
부정,"완다가 닥터스트레인지를 만나는 장면에서 변화되는 장면이 제일 기억에 남네요. 공포영화 감독으로 좀 더 색다르게 접근할 줄 알았지만 자신의 과거공포영화를 오마주하는게 오글스러웠고, 공포영화 스럽지도 않았고, 멀티버스 오가는 능력이 집어넣느라 발암케 한명 넣고 별모양 멀티버스여는 장면이 무슨 오락게임수준이었음. 마치 한편의 아이들 철지난 오락게임영화 스러운 장면들과 음표는 거의 오글그려 이게 마블영화가 맞는지 의심스러웠음. 닥터스트레인지의 다양한 마법능력을 제대로 살리지도 못했음. 빌런을 키우려다보니 완다 드라마 특별편같았음. 오히려 웟이프의 흑화된 닥터스트레인지를 그대로 살리고 원래 닥터스트레인지의 다양한 마법 공격을 살려내었다면 더 좋았을 것 같은 개인적인 생각을 해봄...갈수록 마블의 연출력이 떨어진다는 생각은 나 혼자만의 생각일지?",완다가 닥터스트레인지를 만나는 장면에서 변화되는 장면이 제일 기억에 남네요 공포영화 감독으로 좀 더 색다르게 접근할 줄 알았지만 자신의 과거공포영화를 오마주하는게 오글스러웠고 공포영화 스럽지도 않았고 멀티버스 오가는 능력이 집어넣느라 발암케 한명 넣고 별모양 멀티버스여는 장면이 무슨 오락게임수준이었음 마치 한편의 아이들 철지난 오락게임영화 스러운 장면들과 음표는 거의 오글그려 이게 마블영화가 맞는지 의심스러웠음 닥터스트레인지의 다양한 마법능력을 제대로 살리지도 못했음 빌런을 키우려다보니 완다 드라마 특별편같았음 오히려 웟이프의 흑화된 닥터스트레인지를 그대로 살리고 원래 닥터스트레인지의 다양한 마법 공격을 살려내었다면 더 좋았을 것 같은 개인적인 생각을 해봄 갈수록 마블의 연출력이 떨어진다는 생각은 나 혼자만의 생각일지 ,완다가 닥터 스트레인지를 만나는 장면에서 변화되는 장면이 제일 기억에 남네요 공포영화감독으로 좀 더 색다르게 접근할 줄 알았지만 자신의 과거 공포영화를 오마주 하는 게 오글스러웠고 공포영화스럽지도 않았고 멀티버스 오가는 능력이 집어넣느라 발암케 한 명 넣고 별 모양 멀티버스 여는 장면이 무슨 오락게임 수준이었음 마치 한편의 아이들 철 지난 오락게임 영화스러운 장면들과 음표는 거의 오글 그려 이게 마블 영화가 맞는지 의심스러웠음 닥터 스트레인지의 다양한 마법 능력을 제대로 살리지도 못했음 빌런을 키우려다 보니 완다 드라마 특별 편 같았음 오히려 웟이프의 흑화 된 닥터 스트레인지를 그대로 살리고 원래 닥터 스트레인지의 다양한 마법 공격을 살려내었다면 더 좋았을 것 같은 개인적인 생각을 해봄 갈수록 마블의 연출력이 떨어진다는 생각은 나 혼자만의 생각일지 
