분류,긍정리뷰,cleaned_text,spell_check
긍정,먼저 음악으로 공포감을 조성하는데 많은 역할을 하였고 갑자기 사람지는 장면으로 분위기 조성이 기가막힙니다그리고 색깔과 cg는 말할 것도 없이 훌륭하고요이 영화는 다른 마블영화와 다르게 시원한 요소가 많지는 않지만 다른 느낌으로 아주 훌륭한 작품이라고 생각합니다,먼저 음악으로 공포감을 조성하는데 많은 역할을 하였고 갑자기 사람지는 장면으로 분위기 조성이 기가막힙니다그리고 색깔과 cg는 말할 것도 없이 훌륭하고요이 영화는 다른 마블영화와 다르게 시원한 요소가 많지는 않지만 다른 느낌으로 아주 훌륭한 작품이라고 생각합니다,먼저 음악으로 공포감을 조성하는데 많은 역할을 하였고 갑자기 사람 지는 장면으로 분위기 조성이 기가 막힙니다 그리고 색깔과 cg는 말할 것도 없이 훌륭하고요 이 영화는 다른 마블 영화와 다르게 시원한 요소가 많지는 않지만 다른 느낌으로 아주 훌륭한 작품이라고 생각합니다
긍정,마블 코믹스를 좀 잘 알고 이전 스토리를 안 다면 훨씬 더 재미있을 듯,마블 코믹스를 좀 잘 알고 이전 스토리를 안 다면 훨씬 더 재미있을 듯,마블 코믹스를 좀 잘 알고 이전 스토리를 안 다면 훨씬 더 재미있을 듯
긍정,겁나 재밌어요 ..??,겁나 재밌어요 ,겁나 재밌어요 
긍정,너무 평점이 별로 길래 기대 안하고 봐서 인지 지루하지 않게 재밌게 봤습니다. 음표 나오는 부분이 약간 유치하긴했으나 스파이더맨 노웨이홈보다 고구마나 신파가 없고 액션이 많아 재미있었어요.,너무 평점이 별로 길래 기대 안하고 봐서 인지 지루하지 않게 재밌게 봤습니다 음표 나오는 부분이 약간 유치하긴했으나 스파이더맨 노웨이홈보다 고구마나 신파가 없고 액션이 많아 재미있었어요,너무 평점이 별로 길래 기대 안 하고 봐서인지 지루하지 않게 재밌게 봤습니다 음표 나오는 부분이 약간 유치하긴 했으나 스파이더맨 노 웨이 홈보다 고구마나 신파가 없고 액션이 많아 재미있었어요
긍정,역시 믿고보는 마블영화 잘봤습니다,역시 믿고보는 마블영화 잘봤습니다,역시 믿고 보는 마블 영화 잘 봤습니다
긍정,진짜 재밌었음 특히 완다가 완다에게 위로받는 장면은 진짜 눈물로 홍수 만들고옴,진짜 재밌었음 특히 완다가 완다에게 위로받는 장면은 진짜 눈물로 홍수 만들고옴,진짜 재밌었음 특히 완다가 완다에게 위로받는 장면은 진짜 눈물로 홍수 만들고 옴
긍정,드라마 다 보고 보면 재밌음,드라마 다 보고 보면 재밌음,드라마 다 보고 보면 재밌음
긍정,또보고싶다..개멋있다,또보고싶다 개멋있다,또 보고 싶다 개 멋있다
긍정,음표 넘 멋졌는데 왜 유치하다고 하지..난 처음부터 끝까지 너무너무 재밌음!완다 연기 최고! 물이었냐 유리였나 그 사이로 나올 때 무서웠음..,음표 넘 멋졌는데 왜 유치하다고 하지 난 처음부터 끝까지 너무너무 재밌음 완다 연기 최고 물이었냐 유리였나 그 사이로 나올 때 무서웠음,음표 너무 멋졌는데 왜 유치하다고 하지 난 처음부터 끝까지 너무너무 재밌음 완다 연기 최고 물이었냐 유리였나 그 사이로 나올 때 무서웠음
긍정,진짜 퀄리티 미쳤음.역시 존버는 승리한다!!,진짜 퀄리티 미쳤음 역시 존버는 승리한다 ,진짜 퀄리티 미쳤음 역시 존 버는 승리한다 
긍정,난 솔직히 재밌게 봤다 쿠키영상보니까 다음 것도 벌써 기대됨,난 솔직히 재밌게 봤다 쿠키영상보니까 다음 것도 벌써 기대됨,난 솔직히 재밌게 봤다 쿠키영상 보니까 다음 것도 벌써 기대됨
긍정,친구들이랑 봤는데 너무 너무 너무 재밌게 봤어요!!^^덕분에 정말 즐거운 시간 보냈네요~^^,친구들이랑 봤는데 너무 너무 너무 재밌게 봤어요 덕분에 정말 즐거운 시간 보냈네요 ,친구들이랑 봤는데 너무너무너무 재밌게 봤어요 덕분에 정말 즐거운 시간 보냈네요 
긍정,정말 재미있게 보았고 좋아하던 공포영화 감독님 작품이라 그런지 색감이 진하게 묻어 나오네요,정말 재미있게 보았고 좋아하던 공포영화 감독님 작품이라 그런지 색감이 진하게 묻어 나오네요,정말 재미있게 보았고 좋아하던 공포영화감독님 작품이라 그런지 색감이 진하게 묻어 나오네요
긍정,재있게 봄. 멀티버스에대한 이후 스토리가 궁금,재있게 봄 멀티버스에대한 이후 스토리가 궁금,재어있게 봄 멀티버스에 대한 이후 스토리가 궁금
긍정,마블 첫입문이었는데 재밌었어요 기말 끝나고 마블 정주행할 거임,마블 첫입문이었는데 재밌었어요 기말 끝나고 마블 정주행할 거임,마블 첫 입문이었는데 재밌었어요 기말 끝나고 마블 정주행할 거임
긍정,재밌다! 마블 시리즈를 다 보고 있는데 이번작도 재밌게 봤다.,재밌다 마블 시리즈를 다 보고 있는데 이번작도 재밌게 봤다,재밌다 마블 시리즈를 다 보고 있는데 이번 작도 재밌게 봤다
긍정,평점이 낮은거 같아서 얼마나 별론가 봤는데 제마음에는 들었어요 ㅎㅎ 일단 여러가지 영화가 생각나게 하는 오마주 같은것들이 재밌었고 영혼으로 망토를 만든다던가 정신속에 붉은 연기라던가 음표와 오선지로 공격하던것과 소소하게 웃긴 대사들 좋았어요 ㅎㅎ 공포영화 같기도 하고 좀비영화같기도 하고 눈 세개 닥스라니 좀 비호감이긴합니다만 ㅋㅋㅋㅋ 재밌었어요아 그리고 꿈이 멀티버스라는데 저는 진찌 특이한꿈 많이 꾸거든요~ 날개달린 아빠가 피를 흘리고있다던지 . 내가 마법사집단의 쫄다구로 훈련받고 있다던지. 염소들이 면사포를쓰고 체스를 하고 있다던지. 2차원 애니메이션의 괴물이랑 같이 논다던지 ㅎㅎ 저는 여러 우주에 있나봐요 . 저희 남편은 꿈에 온갖 미녀들이 꿈에 나온다네요 하하,평점이 낮은거 같아서 얼마나 별론가 봤는데 제마음에는 들었어요 일단 여러가지 영화가 생각나게 하는 오마주 같은것들이 재밌었고 영혼으로 망토를 만든다던가 정신속에 붉은 연기라던가 음표와 오선지로 공격하던것과 소소하게 웃긴 대사들 좋았어요 공포영화 같기도 하고 좀비영화같기도 하고 눈 세개 닥스라니 좀 비호감이긴합니다만 재밌었어요아 그리고 꿈이 멀티버스라는데 저는 진찌 특이한꿈 많이 꾸거든요 날개달린 아빠가 피를 흘리고있다던지 내가 마법사집단의 쫄다구로 훈련받고 있다던지 염소들이 면사포를쓰고 체스를 하고 있다던지 2차원 애니메이션의 괴물이랑 같이 논다던지 저는 여러 우주에 있나봐요 저희 남편은 꿈에 온갖 미녀들이 꿈에 나온다네요 하하,평점이 낮은 거 같아서 얼마나 별론가 봤는데 제 마음에는 들었어요 일단 여러 가지 영화가 생각나게 하는 오마주 같은 것들이 재밌었고 영혼으로 망토를 만든다던가 정신 속에 붉은 연기라던가 음표와 오선지로 공격하던 것과 소소하게 웃긴 대사들 좋았어요 공포영화 같기도 하고 좀비 영화 같기도 하고 눈 세 개 닥스라니 좀 비호감이긴 합니다만 재밌었어요 아 그리고 꿈이 멀티버스라는데 저는 진짜 특이한 꿈 많이 꾸거든요 날개 달린 아빠가 피를 흘리고 있다든지 내가 마법사 집단의 졸다 구로 훈련받고 있다든지 염소들이 면사포를 쓰고 체스를 하고 있다든지 2차원 애니메이션의 괴물이랑 같이 논다든지 저는 여러 우주에 있나 봐요 저희 남편은 꿈에 온갖 미녀들이 꿈에 나온다네요 하하
긍정,완다가 이렇게 쎈케였는지 이제 알았네요ㅎㅎㅎ,완다가 이렇게 쎈케였는지 이제 알았네요 ,완다가 이렇게 쎈케였는지 이제 알았네요 
긍정,끝났어 끝났다고오오!!,끝났어 끝났다고오오 ,끝났어 끝났다고 오오
긍정,완전 잼있어요 강추:) 심장 쫄깃쫄기하고 지루할틈이없었어요,완전 잼있어요 강추 심장 쫄깃쫄기하고 지루할틈이없었어요,완전 재밌어요 강추 심장 쫄깃 졸기하고 지루할 틈이 없었어요
긍정,"칭찬할점 : 완다가 연기를 너무 잘함. 호러연출이 엄청 조금만 나왔는데 이것만 보고도 느껴지는점 - '몇배는 더 무섭게 연출할 수 있는데 심의에서 빠꾸먹어서 역량을 다 못보여준느낌' // 부족한 점 : 마법이 별로임. 웡은 계속 안좋은 모습만 보여줄거면 걍 캐릭터 죽게하는게 마블한테 좋을듯. 완다 드라마 안보고 보면 생각보다 별로일듯. // 의문 : 닥스 전여친이 닥스에게 '너가 칼자루를 쥔 입장이라서 떠났다' 라고 하는데, 닥스는 항상 어쩔 수 없는 입장 아니었나? 결국 결과만 놓고보면 전여친이 칼자루를 쥐고 베어버린건데, 전여친이 원하는건 뭐였을까? 영화가 보여주고싶은건 뭐였을까?",칭찬할점 완다가 연기를 너무 잘함 호러연출이 엄청 조금만 나왔는데 이것만 보고도 느껴지는점 몇배는 더 무섭게 연출할 수 있는데 심의에서 빠꾸먹어서 역량을 다 못보여준느낌 부족한 점 마법이 별로임 웡은 계속 안좋은 모습만 보여줄거면 걍 캐릭터 죽게하는게 마블한테 좋을듯 완다 드라마 안보고 보면 생각보다 별로일듯 의문 닥스 전여친이 닥스에게 너가 칼자루를 쥔 입장이라서 떠났다 라고 하는데 닥스는 항상 어쩔 수 없는 입장 아니었나 결국 결과만 놓고보면 전여친이 칼자루를 쥐고 베어버린건데 전여친이 원하는건 뭐였을까 영화가 보여주고싶은건 뭐였을까 ,칭찬할 점 완다가 연기를 너무 잘함 호러 연출이 엄청 조금만 나왔는데 이것만 보고도 느껴지는 점 몇 배는 더 무섭게 연출할 수 있는데 심의에서 빠꾸먹어서 역량을 다 못 보여준 느낌 부족한 점 마법이 별로임 웡은 계속 안 좋은 모습만 보여줄 거면 그냥 캐릭터 죽게 하는 게 마블한테 좋을 듯 완다 드라마 안 보고 보면 생각보다 별로일 듯 의문 닥스 전 여자친구가 닥스에게 네가 칼자루를 쥔 입장이라서 떠났다고 하는데 닥스는 항상 어쩔 수 없는 입장 아니었나 결국 결과만 놓고 보면 전 여자친구가 칼자루를 쥐고 베어버린 건데 전 여자친구가 원하는 건 뭐였을까 영화가 보여주고 싶은 건 뭐였을까 
긍정,기존의 마블영화 느낌이 아니고 호러영화느낌때문에 호불호가 갈렸을수도 있어도 저는 굉장히 꿀잼이었습니다.,기존의 마블영화 느낌이 아니고 호러영화느낌때문에 호불호가 갈렸을수도 있어도 저는 굉장히 꿀잼이었습니다,기존의 마블 영화 느낌이 아니고 호러 영화 느낌 때문에 호불호가 갈렸을 수도 있어도 저는 굉장히 꿀 잼이었습니다
긍정,개인적으로 너무 재밌게 봄,개인적으로 너무 재밌게 봄,개인적으로 너무 재밌게 봄
긍정,"시작부터 1시간2~30분쯤까지는 10점인데, 뒷부분이 좀 지루한듯,유치한듯? 그래도 8.5~9점정도 되는거같음. 평점이 지나치게 낮은것같아 좀 올려봅니다",시작부터 1시간2 30분쯤까지는 10점인데 뒷부분이 좀 지루한듯 유치한듯 그래도 8 5 9점정도 되는거같음 평점이 지나치게 낮은것같아 좀 올려봅니다,시작부터 1시간 2 30분쯤까지는 10점인데 뒷부분이 좀 지루한 듯 유치한 듯 그래도 8 5 9점 정도 되는 거 같음 평점이 지나치게 낮은 것 같아 좀 올려봅니다
긍정,믿고보는 마블영화 ㅋㅋ,믿고보는 마블영화 ,믿고 보는 마블 영화
긍정,샘 레이미 그냥 최고다 스토리도 최고,샘 레이미 그냥 최고다 스토리도 최고,샘 레이미 그냥 최고다 스토리도 최고
긍정,보는 내내 집중이 잘됬어요. 중간에 장르가 공포인가 하는 생각이 들었네요ㅋ,보는 내내 집중이 잘됬어요 중간에 장르가 공포인가 하는 생각이 들었네요 ,보는 내내 집중이 잘 됐어요 중간에 장르가 공포인가 하는 생각이 들었네요 
긍정,샘 레이미는 참 매력있는 감독이다,샘 레이미는 참 매력있는 감독이다,샘 레이미는 참 매력 있는 감독이다
긍정,재밌었어요3도 돌아요,재밌었어요3도 돌아요,재밌었어요 3도 돌아요
긍정,재밋음 무서웟음 재밋음,재밋음 무서웟음 재밋음,재밌음 무서웠음 재밌음
긍정,"다양한 장르도 멀티버스로 혼돈이지만 잘 버무렸습니다. 공포, 코믹, 좀비 등등 세계관도 버무리기까지 잘 쓰까먹은듯합니다",다양한 장르도 멀티버스로 혼돈이지만 잘 버무렸습니다 공포 코믹 좀비 등등 세계관도 버무리기까지 잘 쓰까먹은듯합니다,다양한 장르도 멀티버스로 혼돈이지만 잘 버무렸습니다 공포 코믹 좀비 등등 세계관도 버무리기까지 잘 써 까먹은 듯합니다
긍정,"여자, 남자, 엄마 중에 엄마가 젤 강인하다는 걸 보여준 영화 ㅎㅎㅎ 지옥이랑 지우학 느낌이 있어서 좀비물 같기도 했지만 꿀잼♡_♡",여자 남자 엄마 중에 엄마가 젤 강인하다는 걸 보여준 영화 지옥이랑 지우학 느낌이 있어서 좀비물 같기도 했지만 꿀잼 ,여자 남자 엄마 중에 엄마가 젤 강인하다는 걸 보여준 영화 지옥이랑 지학 느낌이 있어서 좀비물 같기도 했지만 꿀 잼
긍정,후기 되게 안 좋길래 걱정 하면서 봤는데 역시 마블은 마블이다 .... 개재밋어여 ㅠㅠㅠㅠ,후기 되게 안 좋길래 걱정 하면서 봤는데 역시 마블은 마블이다 개재밋어여 ,후기 되게 안 좋길래 걱정하면서 봤는데 역시 마블은 마블이다 개재밋어여
긍정,배우들 연기도 너무 좋고 나는 연출도 좋았음!2시간 순삭 꿀잼!,배우들 연기도 너무 좋고 나는 연출도 좋았음 2시간 순삭 꿀잼 ,배우들 연기도 너무 좋고 나는 연출도 좋았음 2시간 순삭 꿀 잼
긍정,저는 매우 재미있었습니다.,저는 매우 재미있었습니다,저는 매우 재미있었습니다
긍정,개존잼내스탈임내스탈임진짜진짜,개존잼내스탈임내스탈임진짜진짜,개존잼내스탈임내스탈임진짜진짜
긍정,스파이더맨보다 훨 재밌다,스파이더맨보다 훨 재밌다,스파이더맨보다 훨씬 재밌다
긍정,전 너무 재밌었어요!! 별로란 평이 많아서 의리로 보긴 햇는데 기대 이상 이였음 !!!,전 너무 재밌었어요 별로란 평이 많아서 의리로 보긴 햇는데 기대 이상 이였음 ,전 너무 재밌었어요 별로란 평이 많아서 의리로 보긴 했는데 기대 이상이었음
