분류,spell_check
1,이건 마블 평소에 관심 없으면 좀 유치해 보일 수도 있는데 마블 좋아하는 사람 입장으로는 너무 재밌었음
1,큰 반전은 없지만 볼 만하고 재밌어요 
1,다시 만들어지는 하나하나의 연결고리들 정말 재미있어요
1,기존 잼 지금까지 마블 영화랑 다르고 신선하다 감독의 고뇌가 느껴지는 작품
1,스포 있으니 주의하세요 모든 등장인물이 난 행복하다 했지만 불행했던 영화 특히 완다 너무 불쌍했음 이 순간에도 공부로든 폭력으로든 아동학대하는 엄마들이 봐야 하는 영화라고 생각함 완다는 뛰어난 외모와 강력한 초능력까지 지녔는데도 결국 자식들을 갖지 못했음 마지막에 아이들이 스칼렛 위치가 된 완다에게 자기 엄마 해치지 말라 했을 때 눈물 찔끔했다 불쌍한 완다 그리고 본인의 숙명 때문에 사랑하는 여성과 끝내 이어지지 못했던 닥터 스트레인지도 너무 불쌍했던 히어로 영화를 가장한 비극영화 
1,와는 다비 전부터 인가 왜 완다에게만 잔혹한가요 
1,마블 시리즈 중에 젤 재밌었다
1,닥스 팬이자 완다 팬으로서 너무너무 재미있었고 개인적으로 완다 비전에 몰입된 상태여서 완다의 슬픔에 공감하면서 재밌게 봄
1,진짜 오랜만에 본 마블 영화가 이거여서 다행이다
1,볼거리가 많아서 재밌었다
1,마블 영화 팬으로서 진짜 잼 썼습니다 2번이나 봤어요
1,좋아하는 장르라서 그런가 정말 좋았음
1,눈이 재밌음 닥스 얼굴도 재밌음
1,2시간이 정신없이 지나가서 끝나고 뇌가 정신없어서 정리가 안되고 오히려 멍한 느낌 너무 재밌다만 100번 말함 스칼렛 위치 연기 너무 잘하네 내 최애 닥스에서 스칼렛 위치로 바꿀지도 모성애 연기 정말 감동 연출 창의력 대박 
1,마블 영화를 좋아하는 저로서는 완전 꿀 잼 살짝 공포영화를 보는 건가 싶은 장면도 있지만 
1,기괴하고 재미있으면 새로운 주인공 출연
1,세계관의 확장과 공포를 섞을 때의 재미
1,너무 재밌고 다음 편이 기대돼요
1,완다 비전 보고 안 보고의 차이가 확실히 날 것 같다 완다의 감정선을 이해하기 위해서라도 추천 
1,아들들이랑 재미나게 잘 봤습니다
1,우선 마블에 대한 이해도가 적으면 개나 잼임 여기서 나오는 완다라는 인물에 대한 정보가 없으면 얘가 왜 빌런이 됐는지도 모르니까 왜 싸우는지 몰라서 개노잼일 수밖에 완다 비전 닥스 1 엔드게임 보고 보면 존 재밌음 마블 개 덕후로써 이게 왜 나 잼인지 모르겠음에 저처럼 마블에 대한 이해도 높고 그러면 개 꿀 잼입니다
1,마지막 쿠키는 꼭 보세요
1,그냥 눈뽕 좋음
1,기대 안 하고 봤는데 너무 재밌게 봤음 그리고 완다 너무 이쁘다
1,기대를 낮추고 스토리 공부를 하고 가서 보셔요
1,와 진짜 짱입니다 추천
1,마블 영화는 별 10개 무조건
1,마블 영화 안 좋아하는 사람인데 진짜 재밌음
1,재밌게 잘 봤습니다
1,완다 비전 안 보면 완다가 왜 저러는지 이해 못 할 듯
1,굉장히 재미있었어요
1,닥스 2 도 번째 보고 왔는데 내용은 말할 것도 없고 완다가 너무 예뿜
1,혹평이 많아서 걱정했는데 전 정말 재밌게 봤어요 face your fears
1,개인적이로 마블 영화 중에서 역대급이었던것 같다 평소 sf 장르를 좋아하는 나에게는 너무 좋은 주제였다 모든 연출 하나하나에 감동하게 된다일 각에서는 마블 시리즈를 공부하지 않으면 너무 이해가 여려 운 영화라 말들 하지만 마블 시리즈 중 7개의 작품만 본 내가 봤을 때 어렵지 않았 다완데 역할을 맡은 배우의 연기가 정말 인상적이었다 정말 내 꿈속에 나오는 장면들이 다른 차원에서 벌어진다면 다른 차원의 어떤 나는 3년 전 죽은 강아지와 재회하고 좋아하는 연예인과 친해지고 첫사랑과 연애하는 나는 행복할 것 같았지만 또 다른 나는 부모를 잃었을 것이라고 생각하니 기분이 이상했다
1,대응 꿀 잼 꿀 잼 꿀꿀 돼지 지민 잼
1,아니 누가 재미없다 그랬냐 좀 뭐 막 집어넣을랴고 오버 느낌은 없지 않아있었지만 너무 재밌었다
1,완다 대혼돈의 멀티버스 가 아닐지 
1,영화 시작하고 10분 이내에 완다 흑화 완다 드림 워킹하는데 닥스도 드림 워킹함 닥스 다크 홀드에 손대서 눈 하나 추가됨 지구 616 닥스 빼고 다 죽음 일루미나티 전원 사망 차베스 나중에 각성 웡 아무것도 안 함 완다가 좀비 스트레인지한테 쳐 발림 반박 시 네 말이 맞음 
1,마블 영화는 b급이다 그러나 샘 레이미의 마블은 달랐다 히어로물을 뛰어넘은 정성스럽게 기괴한 sf 명작
1,우리 가족 4명 모두 10점 코로나 이후 본 영화 중에서 제일 재밌었음 우리는 극장에서 한 번 더 볼 예정 
1,화려한 그래픽과 박진감 넘치는 연출로 재미있게 관람했습니다
1,미스터 판타스틱 썰릴 때 충격 먹음 일루미나티 너무 어이없게 죽어서 아쉬웠어요
1,마블 안 보던 사람인데 이해도 잘 가고 재밌게 봤음 컴버배치 존멋
1,마블 팬인 저는 관련 영상 다 찾아보고 갔는데 영화 보다가 졸았고 마블에 1도 관심 없는 남편은 제가 본거 설명만 듣고 갔는데 재밌었대요 아무튼 재미는 있습니다 
1,스칼렛 위치 완다 대혼돈의 멀티버스
1,완다가 행복하길 
1,같이 간 사람이 너무 킹 받더라 슈
1,내용 전개가 좀 복잡하긴 한 대 재미있음
1,존 잼 있다
1,재밌던데요 영상도 좋고
1,음표가 최고의 장면 확실히 너무 재미있게 봄
1,오늘 아침에 와이프랑 봤는데 재밌기만 하던데 잼 없다는 사람들 이해가 안 됨
1,완다 비전 보고 갔어요 그래서 스토리와 영상에 깊이 몰입할 수 있었고 감동 깊게 보고 왔어요 사라졌던 사람들이 다시 돌아온 그 후 이야기라 앞 이야기 완다 비전 드라마를 보고 오시길 추천합니다 완다가 너무 가슴 아파요
1,뻔할 것 같은 히어로물을 어떤 감독이 연출을 어떻게 하냐에 따라 달라진다는 걸 알았다 히어로는 그저 재료일 뿐 요리가 아니다
1,믿고 보는 마블 영화였습니다
1,난 재밌게 봤는데 평점 왜 이렇지 스티 본 레이첼이랑 이어주지 
1,호러 분위기를 잘 살렸어요 닥스는 원래 히어로 영화이지만요
1,그냥 재미있게 봄 재밌음
1,이 영화는 완다가 다했다
1,우리 오이형이 고생이 많아
1,영상미는 엔드게임 이후 마블 영화 중 단연 압권 음표 날리기는 조금 그랬는데 감독 이름 보고 이해함
1,낫배드 스릴러 극혐하는 잼 멘 이들은 관람 
1, 그냥저냥 재밌음
1,난 재밌었음 
1,완다 제발 행복하자
1,전개도 빠르고 지루하지 않았음 완다가 비정상적으로 센 캐로 나오지만 오리지널 스토리가 그러니 크게 불만 없음
1,영화 최고였어요
1,꿀 잼 N 차 관람해야지
1,마블의 상상력이 참 대단하긴 하다 3도 빨리 보고 싶다 역시 마블은 극장인 듯
1,공상 과학에 불과한 이론이지만 다른 유니버스에 또 다른 내가 살고 있다는 것 자체가 좀 무서웠네요 한편으로는 서글프기도 하고 지금 세계의 나는 완다처럼 불행한데 다른 세계의 행복한 내가 있다면 어떨까 그 행복을 나도 찾을 수 있을까 한 번쯤 생각해 볼 만한 계기가 되는 영화입니다 미국 영화의 전반적인 영웅주의와 결국 가족으로 귀결되는 전형적인 감동식 상하면서도 한 사람을 사랑하는 변함없는 마음이 여운이 남습니다
1,재밌는데 평점 왜 이래
1,7점대로 폄하할 건 아닌듯합니다 생각보다 괜찮았어요 울은 다 다만 히어로물이라고 어린아이들하고 절대 보지 마시길
1,감동적이고 여운이 오래가는 최고의 영화였습니다 다음 편도 기대하겠습니다
1,샘 레이미의 b급 감성을 좋아한다면 강추 
1,갓베네딕트 컴버배치 연출 너무 멋있었어요 
1,완다 비전이 거의 강제되어서 조금 아쉬운 영화
1,너무 재미있어요 스릴 넘치고 딸이랑 즐겁게 보고 왔어요
1,솔직히 스토리는 그저 그런데 연출 영상미 그리고 배우들의 연기력 너무 좋았어요 뭔가 한 번쯤 상상해볼 만한 것들을 보여주는 것 같아요 저는 특히 세계가 계속 바뀌는 장면에서 입이 쩌억
1,배우분들 일인 다중 연기하시는 거 진짜 어려우셨을 것 같은데 너무 몰입됐습니다 그리고 전 아주아주 재밌게 봤답니다 특히 마지막에 소름이 돋아서 
1,역시 마블 영상미는 진짜 최고 약간의 호러가 있지만 재밌다
1,이걸 재미없다 한다고 그동안 봤던 마블 통틀어 제일 재밌다
1,유치한 느낌도 있지만 나름괜춘
1,멀티버스 세계관 너무 흥미롭고 재밌었습니다 역시 마블 근데 중간에 음표로 싸우는 부분 이게 뭐지 싶었지만 닥스의 연기가 다 캐리 한 것 같네요 
1,이야 평점 왜 이래 다들 눈이 너무 높아진 거야 완전 재미지는데
1,유치한 장면이 있어도 재밌어요 완다 비전까지 보게 됐네요
1,너무 재밌었어요
1,완다 로키 왓 이프를 꼭 보고 가야 재밌습니다
1,배우들 연기가 물이 오른 속편
1,알아가야 하는 정보가 있어서 번거롭기는 했지만 재미있었습니다
1,재미있게 봤어요 빌런 완다는 다크 홀드 신전과 같이 깔려 죽었으니 더 이상 부활은 없다 단 다른 다중 세계 완다가 본인 의지 상관없이 몸에 들어와서 휘적이고 다니다가 다시금 빠져서 빌런 완다 떠나갔음 이 다중 세계 완다가 왜지 다시 스토리가 시작되것다 준 세계 완다가 와서 빌런 완다 부활시킬 수도 있음
1,샘 레이미 감독의 특성상 호불호가 갈리지만 히어로물에 호러라는 새로운 장르 도입 시도는 충분히 신선했고 완다 누나 연기 잘 봤습니다
1,사람들이 재미 없대서 기대 안 하고 봤는데 이게 뭐람 개 재밌게 봄 무섭다고 했는데 하나도 안 무서워서 실망이었다 이런 사람들은 공포영화를 찾아서 보러 가지 12세 영화에서 뭘 기대하는 거임 암튼 담 편 기대됨 닥스도 닥슨데 완다 연기가 레전드임
1,연출이 매우 특이하고 멋졌습니다 눈 호강은 확실히 보장합니다
1,오 예상보다 재미있음 
1,재밌어요 근데 역시 감독님 영향으로 공포물에 갑갑 근데 제목이 완다와 아이들 해야 하는 거 아닌가요 
1,시각적으로 많이 좋았지만 내용은 그냥 보통이었음
1,진짜 너무 최저인 영화였는데 샘 레이미 또 만들어 주면 참 좋을 텐데
1,배우들 연기 너무 대단하고 마블의 화려한 연출 영상미 덕분에 킬링타임용으로 감상했습니다 아쉬운 점은 내용이 조금 난해하게 느껴지기도 했고 12세 연령 가임에도 너무 잔인한 장면이 있더라고요 그래도 믿고 보는 마블 즐겁게 감상했어요 
1,말이 필요 없다 너무 재밌음
1,호러 영화 보는 줄 하지만 여전히 매력적 
1,마블과 병맛이 좀 섞인듯한 전체적으로 당연히 재미는 있었다만 뜬금없는 음표 싸움이랑 눈 세 개 된 거는 당황스러웠음
1,관람객 난 너무 재미있었다고
1,완다가 주인공인 닥터 스트레인지 영화 
1,다 좋았어요 음표만 뺀다면 
1,너무 재밌었고 완다가 불쌍하다 
1,평점이 너무 낮은데 오 8점 중후반은 될 거 같아요
1,말 그대로 대혼돈이지만 모든 것이 정리되는 편이기도 함
1,배우들 연기 그래픽 시각적 완성도가 그냥 개연성임 진짜 미쳤고 본 지 1주일 정도 지났는데도 아직도 여운에서 헤어 나오지 못함 스토리도 나름 흥미로운 것 같은데 왜 사람들이 별로 하는지 잘 모르게
1,눈치 안 보고 만든 자유로운 영화 마블 드라마 시리즈 보고 보면 너무 재밌는데 
1,친구가 재미없다 해서 기대 안 하고 봤는데 존잼탱
1,기대 이상으로 잘 봤어요
1,전투신이 부족함
1,재밌었습니다 기존 마블 영화와는 좀 다른 호러적인 연출 덕분에 색다르게 느껴졌음
1,Cg 너무 멋있고 재미있게 봤어요
1,재미났어요 또 보려고요
1,호불호 갈리겠지만 전 너무 재밌게 봤습니다 중간에 로즈 해지는 부분이 있긴 한데 다 보고 나면 보길 잘했다 싶었습니다
1,너무너무 재밌어요 다시 볼래요
1,CG 기술력이 이 정도로 발전했구나 내용도 내용이지만 엄청 흥미롭게 관람했다 이 영화는 인류 역사상 꼭 봐야 할 영화인 듯
1,평소처럼 마블 영화 보러 갔다가 공포를 맛봄 마블에 대한 모든 스토리를 알고 계신다면 재미를 느끼겠지만 그렇지 않다면 재미가 반감될 수 있음 생각보다 허무한 감이 없지 않아 있지만 그래도 재밌게 봤음
1,닥터 스트레인지만 나오면 CG 팀은 한숨부터 나올 듯
1,와 진짜 너무 재밌었어요 개인적으로 다크하고 딥한거 좋아하는 사람 강추 거기에 마블 기본 CG 액션 퀄리티가 들어가니 심심할 틈이 없음
1,모성애로 벌어진 참극
1,완다 내 최고 애정캐 눈물 샤워하고 옴
1,사랑으로 키울게요 Know that they ll be loved
1,아쉽기도 하지만 재밌기도 함 갈수록 매니 애틱 해져서 더 좋네
1,재밌었음 진입장벽이 높고 영화가 좀 난해 한 듯하지만 그래도 재밌었다
1,마블 영화를 IMAX로 봤는데 말이 필요 없네요 너무 재미있게 봤습니다 아시다시피 완다 비전 등 예습 꼭 하고 오세요
1,역시 재밌었다 닥스 최고
1,재미있다 꼭 봐라 고전영화
1,너무 다 최고 강추입니다 
1,나는 삼스파보다 이거다 
1,개인적으로는 매우 재미있게 봤습니다 다음 마블 영화들도 기대되네요
1,재밌었어요 근데 완다가 너무 갑자기 미쳐버린 게 아닌가 뭔가 납득이 안되긴 했어요
1,난 재미있었으면 하지만 호불호는 갈리는 듯
1,닥스와 완다의 미친 연기 대결
1,그냥 마블 팬만 즐길 수 있는 영화
1,정말 재밌네요 또 보고 싶어요
1,마블의 귀환 최근 마블 영화 중 가장 재미남
